Booster,Learning_Rate,Max_Depth,Gamma,Min_Child_Weight,Alpha,Predicted_MSE,Predicted_Pinball,Benchmark_MSE,Benchmark_Pinball,Temp_MSE
gbtree,1,15,10,2,1e-06,20080.265476243672,143.9926575214312,20512.404296915,193.59964930235552,1194.1627447404164
gbtree,1,15,10,3,1e-06,20088.120333197592,144.15457695844003,20512.404296915,193.59964930235552,1194.1627447404164
dart,0.1,3,0,1,1e-06,17202.902097519698,128.01584611114785,20512.404296915,193.59964930235552,1002.8776742454178
dart,0.1,3,0,2,1e-06,17133.008150429232,127.69441476133927,20512.404296915,193.59964930235552,1002.8776742454178
dart,0.1,3,0,3,1e-06,17202.105248109594,127.65288237161162,20512.404296915,193.59964930235552,1002.8776742454178
dart,0.1,3,5,1,1e-06,17202.898983576648,128.01583969098093,20512.404296915,193.59964930235552,1002.8776742454178
dart,0.1,3,5,2,1e-06,17219.245887727644,127.94044235236599,20512.404296915,193.59964930235552,1002.8776742454178
dart,0.1,3,5,3,1e-06,17217.278382882567,127.93398131748918,20512.404296915,193.59964930235552,1002.8776742454178
dart,0.1,3,10,1,1e-06,17209.280361816298,127.92502086644612,20512.404296915,193.59964930235552,1002.8776742454178
dart,0.1,3,10,2,1e-06,17210.45040888111,128.12726572083136,20512.404296915,193.59964930235552,1002.8776742454178
dart,0.1,3,10,3,1e-06,17254.92246099241,127.98919367262863,20512.404296915,193.59964930235552,1002.8776742454178
dart,0.1,10,0,1,1e-06,18336.269010068627,137.43099331886833,20512.404296915,193.59964930235552,1213.7006627955707
dart,0.1,10,0,2,1e-06,18181.37180633747,137.38435132309752,20512.404296915,193.59964930235552,1204.4887119571617
dart,0.1,10,0,3,1e-06,18599.90012121711,138.2289652299927,20512.404296915,193.59964930235552,1238.2497165513107
dart,0.1,10,5,1,1e-06,18238.15584584502,136.99873823686957,20512.404296915,193.59964930235552,1209.9093338433881
dart,0.1,10,5,2,1e-06,18506.23647873071,138.5021379028822,20512.404296915,193.59964930235552,1225.0634709449562
dart,0.1,10,5,3,1e-06,18197.38737877235,137.14119159773045,20512.404296915,193.59964930235552,1213.4417753242662
dart,0.1,10,10,1,1e-06,18279.846797937433,137.04062884315738,20512.404296915,193.59964930235552,1215.4492240263721
dart,0.1,10,10,2,1e-06,18529.95396465817,137.64245088415072,20512.404296915,193.59964930235552,1224.375734594312
dart,0.1,10,10,3,1e-06,18241.15582677756,136.81530557415638,20512.404296915,193.59964930235552,1215.7683569727615
dart,0.1,15,0,1,1e-06,19355.86572749171,141.15959868750758,20512.404296915,193.59964930235552,1319.6255040007748
dart,0.1,15,0,2,1e-06,19158.683437123353,140.8816171225545,20512.404296915,193.59964930235552,1308.8888737757572
dart,0.1,15,0,3,1e-06,19119.68959630256,141.2428942437019,20512.404296915,193.59964930235552,1315.7213311347523
dart,0.1,15,5,1,1e-06,19333.78330346246,141.2697156646784,20512.404296915,193.59964930235552,1324.5536943439142
dart,0.1,15,5,2,1e-06,19103.73392886653,141.13252355494137,20512.404296915,193.59964930235552,1317.5168333463378
dart,0.1,15,5,3,1e-06,19214.08459214432,141.4705975503823,20512.404296915,193.59964930235552,1313.5892825075148
dart,0.1,15,10,1,1e-06,19257.63773803941,140.6883075223914,20512.404296915,193.59964930235552,1309.0941483006036
dart,0.1,15,10,2,1e-06,19257.33839810132,141.1255439106719,20512.404296915,193.59964930235552,1323.0338640362343
dart,0.1,15,10,3,1e-06,19378.154956393304,141.30297226362885,20512.404296915,193.59964930235552,1315.725756353239
dart,0.25,3,0,1,1e-06,17509.878839503945,129.66764853075856,20512.404296915,193.59964930235552,1014.4262796646337
dart,0.25,3,0,2,1e-06,17577.03114336768,129.63965958995442,20512.404296915,193.59964930235552,1014.4262796646337
dart,0.25,3,0,3,1e-06,17577.021801375766,129.6396257741945,20512.404296915,193.59964930235552,1014.4262796646337
dart,0.25,3,5,1,1e-06,17509.878839503945,129.66764853075856,20512.404296915,193.59964930235552,1014.4262796646337
dart,0.25,3,5,2,1e-06,17577.03114336768,129.63965958995442,20512.404296915,193.59964930235552,1014.4262796646337
dart,0.25,3,5,3,1e-06,17577.021801375766,129.6396257741945,20512.404296915,193.59964930235552,1014.4262796646337
dart,0.25,3,10,1,1e-06,17509.878839503945,129.66764853075856,20512.404296915,193.59964930235552,1014.4262796646337
dart,0.25,3,10,2,1e-06,17577.03114336768,129.63965958995442,20512.404296915,193.59964930235552,1014.4262796646337
dart,0.25,3,10,3,1e-06,17577.021801375766,129.6396257741945,20512.404296915,193.59964930235552,1014.4262796646337
dart,0.25,10,0,1,1e-06,18626.711295344954,137.5189207359105,20512.404296915,193.59964930235552,1222.430204834834
dart,0.25,10,0,2,1e-06,18370.670364780617,136.8076052083337,20512.404296915,193.59964930235552,1222.5052139076965
dart,0.25,10,0,3,1e-06,18785.771148899683,137.59555314776458,20512.404296915,193.59964930235552,1248.059348723422
dart,0.25,10,5,1,1e-06,18761.14765836482,138.71510961125156,20512.404296915,193.59964930235552,1238.1856067658573
dart,0.25,10,5,2,1e-06,18466.199884839505,137.46238218596167,20512.404296915,193.59964930235552,1234.3447519534361
dart,0.25,10,5,3,1e-06,19016.602915177875,139.24955149195748,20512.404296915,193.59964930235552,1261.212644330167
dart,0.25,10,10,1,1e-06,18493.441461546226,137.7791897082507,20512.404296915,193.59964930235552,1228.5166314236144
dart,0.25,10,10,2,1e-06,18292.979105074384,137.1749654605362,20512.404296915,193.59964930235552,1219.481764675248
dart,0.25,10,10,3,1e-06,18865.311263235646,138.57646241104302,20512.404296915,193.59964930235552,1255.831653285661
dart,0.25,15,0,1,1e-06,19397.273849453955,141.62460617214228,20512.404296915,193.59964930235552,1333.824866697083
dart,0.25,15,0,2,1e-06,19062.138233354108,141.3740319332736,20512.404296915,193.59964930235552,1315.4858555971978
dart,0.25,15,0,3,1e-06,19556.721199305135,143.20807209417634,20512.404296915,193.59964930235552,1352.388917147151
dart,0.25,15,5,1,1e-06,19226.044914790313,141.7053347969915,20512.404296915,193.59964930235552,1326.8873706324491
dart,0.25,15,5,2,1e-06,19511.077620770422,143.06285175853486,20512.404296915,193.59964930235552,1346.4677901736063
dart,0.25,15,5,3,1e-06,19430.318128890198,143.44411458327735,20512.404296915,193.59964930235552,1352.5334234906097
dart,0.25,15,10,1,1e-06,19563.426728602957,143.00004510249062,20512.404296915,193.59964930235552,1332.7889467505265
dart,0.25,15,10,2,1e-06,19271.86857155493,142.25900986835694,20512.404296915,193.59964930235552,1326.1823897362838
dart,0.25,15,10,3,1e-06,19388.167172493646,142.55460159589074,20512.404296915,193.59964930235552,1315.3381289324022
dart,0.5,3,0,1,1e-06,16668.362619624128,126.60941423178727,20512.404296915,193.59964930235552,986.2948269125927
dart,0.5,3,0,2,1e-06,16682.25208234883,126.78297130290233,20512.404296915,193.59964930235552,986.2948269125927
dart,0.5,3,0,3,1e-06,16682.25208234883,126.78297130290233,20512.404296915,193.59964930235552,986.2948269125927
dart,0.5,3,5,1,1e-06,16668.362619624128,126.60941423178727,20512.404296915,193.59964930235552,986.2948269125927
dart,0.5,3,5,2,1e-06,16682.25208234883,126.78297130290233,20512.404296915,193.59964930235552,986.2948269125927
dart,0.5,3,5,3,1e-06,16682.25208234883,126.78297130290233,20512.404296915,193.59964930235552,986.2948269125927
dart,0.5,3,10,1,1e-06,16668.362619624128,126.60941423178727,20512.404296915,193.59964930235552,986.2948269125927
dart,0.5,3,10,2,1e-06,16682.25208234883,126.78297130290233,20512.404296915,193.59964930235552,986.2948269125927
dart,0.5,3,10,3,1e-06,16682.25208234883,126.78297130290233,20512.404296915,193.59964930235552,986.2948269125927
dart,0.5,10,0,1,1e-06,19590.892211590202,138.13450775802568,20512.404296915,193.59964930235552,1255.8239671855938
dart,0.5,10,0,2,1e-06,19283.424723727865,138.26591710230545,20512.404296915,193.59964930235552,1256.2734011541884
dart,0.5,10,0,3,1e-06,19364.38307429958,138.41732338285325,20512.404296915,193.59964930235552,1256.725196293849
dart,0.5,10,5,1,1e-06,19686.856972706035,140.29656474888944,20512.404296915,193.59964930235552,1263.8526616049073
dart,0.5,10,5,2,1e-06,19469.197597309714,139.18333733018264,20512.404296915,193.59964930235552,1264.3787361901188
dart,0.5,10,5,3,1e-06,19369.24996078213,139.32653951575492,20512.404296915,193.59964930235552,1265.0188921895353
dart,0.5,10,10,1,1e-06,19557.342920427338,138.7774316149072,20512.404296915,193.59964930235552,1267.367178961354
dart,0.5,10,10,2,1e-06,19313.90165288554,139.0570206034731,20512.404296915,193.59964930235552,1260.070175045128
dart,0.5,10,10,3,1e-06,19279.678679813092,139.5286461858173,20512.404296915,193.59964930235552,1260.6275979174964
dart,0.5,15,0,1,1e-06,20861.41036771858,145.9043027464685,20512.404296915,193.59964930235552,1462.2361774696974
dart,0.5,15,0,2,1e-06,20503.572847515316,144.86893459208758,20512.404296915,193.59964930235552,1425.7288983703816
dart,0.5,15,0,3,1e-06,20621.855609941955,145.26832595264378,20512.404296915,193.59964930235552,1425.786327184039
dart,0.5,15,5,1,1e-06,20349.96498077758,144.80981953664067,20512.404296915,193.59964930235552,1407.6316720522668
dart,0.5,15,5,2,1e-06,20662.673584958527,144.64753254490537,20512.404296915,193.59964930235552,1409.2464531965436
dart,0.5,15,5,3,1e-06,21313.760481848723,146.3762553670027,20512.404296915,193.59964930235552,1461.4119778318623
dart,0.5,15,10,1,1e-06,21188.36171591189,147.70001866901399,20512.404296915,193.59964930235552,1428.7571795213985
dart,0.5,15,10,2,1e-06,21404.594790810177,147.01585946327322,20512.404296915,193.59964930235552,1454.4498518907942
dart,0.5,15,10,3,1e-06,20482.81740985635,146.13016095650823,20512.404296915,193.59964930235552,1413.4363369106056
dart,0.75,3,0,1,1e-06,17475.697708364725,129.99579409957377,20512.404296915,193.59964930235552,1026.9573348072156
dart,0.75,3,0,2,1e-06,17475.697708364725,129.99579409957377,20512.404296915,193.59964930235552,1026.9573348072156
dart,0.75,3,0,3,1e-06,17475.697708364725,129.99579409957377,20512.404296915,193.59964930235552,1026.9573348072156
dart,0.75,3,5,1,1e-06,17475.697708364725,129.99579409957377,20512.404296915,193.59964930235552,1026.9573348072156
dart,0.75,3,5,2,1e-06,17475.697708364725,129.99579409957377,20512.404296915,193.59964930235552,1026.9573348072156
dart,0.75,3,5,3,1e-06,17475.697708364725,129.99579409957377,20512.404296915,193.59964930235552,1026.9573348072156
dart,0.75,3,10,1,1e-06,17475.697708364725,129.99579409957377,20512.404296915,193.59964930235552,1026.9573348072156
dart,0.75,3,10,2,1e-06,17475.697708364725,129.99579409957377,20512.404296915,193.59964930235552,1026.9573348072156
dart,0.75,3,10,3,1e-06,17475.697708364725,129.99579409957377,20512.404296915,193.59964930235552,1026.9573348072156
dart,0.75,10,0,1,1e-06,19426.186939695366,140.19437009294606,20512.404296915,193.59964930235552,1248.6386701306305
dart,0.75,10,0,2,1e-06,19491.665068084767,141.29264926548285,20512.404296915,193.59964930235552,1248.1456437866573
dart,0.75,10,0,3,1e-06,19496.65195187196,140.9514485769771,20512.404296915,193.59964930235552,1249.9758580704327
dart,0.75,10,5,1,1e-06,19423.300732630007,140.18955802271333,20512.404296915,193.59964930235552,1248.4470572576388
dart,0.75,10,5,2,1e-06,19703.764920973044,142.21679050777982,20512.404296915,193.59964930235552,1247.8619215240471
dart,0.75,10,5,3,1e-06,19503.10771809775,140.89965911023506,20512.404296915,193.59964930235552,1249.6867054965776
dart,0.75,10,10,1,1e-06,19441.998370834277,139.83829057545265,20512.404296915,193.59964930235552,1249.1688485973068
dart,0.75,10,10,2,1e-06,19503.20276056559,142.55423751863427,20512.404296915,193.59964930235552,1248.348666125871
dart,0.75,10,10,3,1e-06,19481.36621721196,141.86358720886557,20512.404296915,193.59964930235552,1248.3507716545375
dart,0.75,15,0,1,1e-06,20750.116681265914,147.1135504379595,20512.404296915,193.59964930235552,1384.436219732987
dart,0.75,15,0,2,1e-06,20660.620149666604,147.0770071614575,20512.404296915,193.59964930235552,1408.7787710313737
dart,0.75,15,0,3,1e-06,20201.08175815404,145.0569058010871,20512.404296915,193.59964930235552,1399.6236205177256
dart,0.75,15,5,1,1e-06,20767.995731920222,147.1694730995429,20512.404296915,193.59964930235552,1397.7656300444532
dart,0.75,15,5,2,1e-06,20531.749867952512,146.34738475349596,20512.404296915,193.59964930235552,1421.5815195382079
dart,0.75,15,5,3,1e-06,20170.09262399139,145.82175096755472,20512.404296915,193.59964930235552,1412.4961659233295
dart,0.75,15,10,1,1e-06,20526.355309217834,147.70495998261882,20512.404296915,193.59964930235552,1388.1207167143966
dart,0.75,15,10,2,1e-06,20308.418273552234,146.1377581273882,20512.404296915,193.59964930235552,1391.7957276213165
dart,0.75,15,10,3,1e-06,20386.91183965069,147.06257093813494,20512.404296915,193.59964930235552,1395.9021152762937
dart,1,3,0,1,1e-06,16030.44267834368,126.20893209968403,20512.404296915,193.59964930235552,988.0093168724846
dart,1,3,0,2,1e-06,16033.557319252086,126.11957217761322,20512.404296915,193.59964930235552,988.0093168724846
dart,1,3,0,3,1e-06,16377.50803423555,127.67038463141118,20512.404296915,193.59964930235552,988.0093168724846
dart,1,3,5,1,1e-06,16030.44267834368,126.20893209968403,20512.404296915,193.59964930235552,988.0093168724846
dart,1,3,5,2,1e-06,16033.557319252086,126.11957217761322,20512.404296915,193.59964930235552,988.0093168724846
dart,1,3,5,3,1e-06,16377.50803423555,127.67038463141118,20512.404296915,193.59964930235552,988.0093168724846
dart,1,3,10,1,1e-06,16030.44267834368,126.20893209968403,20512.404296915,193.59964930235552,988.0093168724846
dart,1,3,10,2,1e-06,16033.557319252086,126.11957217761322,20512.404296915,193.59964930235552,988.0093168724846
dart,1,3,10,3,1e-06,16377.50803423555,127.67038463141118,20512.404296915,193.59964930235552,988.0093168724846
dart,1,10,0,1,1e-06,19112.757252316285,142.05594594408768,20512.404296915,193.59964930235552,1195.5361602457979
dart,1,10,0,2,1e-06,18993.301150550058,140.99534033707334,20512.404296915,193.59964930235552,1195.5361602457979
dart,1,10,0,3,1e-06,19808.356984960472,142.65942630339435,20512.404296915,193.59964930235552,1195.5361602457979
dart,1,10,5,1,1e-06,19027.210411427393,140.50122335110248,20512.404296915,193.59964930235552,1195.5361602457979
dart,1,10,5,2,1e-06,18955.066486083688,140.83535575395254,20512.404296915,193.59964930235552,1195.5361602457979
dart,1,10,5,3,1e-06,19808.34606108264,142.27829347866432,20512.404296915,193.59964930235552,1195.5361602457979
dart,1,10,10,1,1e-06,18979.34624925862,140.44699614408026,20512.404296915,193.59964930235552,1195.5361602457979
dart,1,10,10,2,1e-06,18954.834657559444,140.8099473462782,20512.404296915,193.59964930235552,1195.5361602457979
dart,1,10,10,3,1e-06,19753.355415661405,142.16359001559172,20512.404296915,193.59964930235552,1195.5361602457979
dart,1,15,0,1,1e-06,20147.420490813565,144.31217149241763,20512.404296915,193.59964930235552,1194.1627447404164
dart,1,15,0,2,1e-06,20121.806470497217,144.1331357513614,20512.404296915,193.59964930235552,1194.1627447404164
dart,1,15,0,3,1e-06,20073.188678713097,144.24255263966714,20512.404296915,193.59964930235552,1194.1627447404164
dart,1,15,5,1,1e-06,20048.274707729026,143.58797967140563,20512.404296915,193.59964930235552,1194.1627447404164
dart,1,15,5,2,1e-06,20074.43383163989,144.0257097586545,20512.404296915,193.59964930235552,1194.1627447404164
dart,1,15,5,3,1e-06,20087.692367825635,144.22594006903506,20512.404296915,193.59964930235552,1194.1627447404164
dart,1,15,10,1,1e-06,20049.972393171916,143.49549342432033,20512.404296915,193.59964930235552,1194.1627447404164
dart,1,15,10,2,1e-06,20080.265476243672,143.9926575214312,20512.404296915,193.59964930235552,1194.1627447404164
dart,1,15,10,3,1e-06,20088.120333197592,144.15457695844003,20512.404296915,193.59964930235552,1194.1627447404164
